      fo_v2	      Io_v2	      Eo_v2
  3.0790098e+004  1.6397563e-019  5.5145300e+001
  3.0891285e+004  8.0589655e-020  1.3936980e+002
  3.0942507e+004  2.5025300e-019  1.6529450e+002
  3.0978021e+004  1.4913490e-019  1.8375960e+002
  3.0998922e+004  1.6083453e-019  1.9481790e+002
  3.1005881e+004  3.2845759e-019  1.9850050e+002
  3.1369523e+004  1.9097622e-019  8.5068200e+001
  3.1369923e+004  1.4865492e-019  1.0362870e+002
  3.1370300e+004  1.7542008e-019  1.1474320e+002
  3.1370448e+004  3.6709570e-019  1.1844450e+002
  3.1458614e+004  6.0894672e-020  2.0529410e+002
  3.1523536e+004  9.3020634e-020  2.3861490e+002
  3.1572057e+004  2.1942156e-019  2.6443330e+002
  3.1605706e+004  1.1808080e-019  2.8282330e+002
  3.1625485e+004  1.2189315e-019  2.9383660e+002
  3.1944793e+004  7.7513848e-020  1.3856460e+002
  3.1944850e+004  2.4075721e-019  1.6453770e+002
  3.1945331e+004  1.4364129e-019  1.8303570e+002
  3.1945721e+004  1.5498130e-019  1.9411290e+002
  3.2017066e+004  8.6214298e-020  2.8361690e+002
  3.2095511e+004  6.4324926e-020  3.2433390e+002
  3.2156563e+004  7.4332595e-020  3.5749120e+002
  3.2202183e+004  1.5749954e-019  3.8318410e+002
  3.2233781e+004  8.0459865e-020  4.0148440e+002
  3.2252360e+004  8.1017586e-020  4.1244440e+002
  3.2258652e+004  1.6217328e-019  4.1609440e+002
  3.2514997e+004  8.9841976e-020  2.3785930e+002
  3.2515280e+004  2.1207003e-019  2.6372330e+002
  3.2515468e+004  5.8746135e-020  2.0447580e+002
  3.2515782e+004  1.1422977e-019  2.8214380e+002
  3.2516199e+004  1.1797210e-019  2.9317490e+002
  3.2516360e+004  2.3811091e-019  2.9684840e+002
  3.2566581e+004  2.8653607e-020  3.7431370e+002
  3.2658490e+004  8.3172412e-020  4.2242960e+002
  3.2731696e+004  4.6846732e-020  4.6291380e+002
  3.2788644e+004  4.8493027e-020  4.9588280e+002
  3.2831152e+004  9.7158163e-020  5.2142960e+002
  3.2860635e+004  4.8148116e-020  5.3962840e+002
  3.2877932e+004  4.7728666e-020  5.5052700e+002
  3.3080032e+004  7.2173754e-020  3.5679090e+002
  3.3080125e+004  6.2356151e-020  3.2357560e+002
  3.3080344e+004  1.5296050e-019  3.8252510e+002
  3.3081205e+004  7.8285134e-020  4.0085450e+002
  3.3081504e+004  8.3479396e-020  2.8278110e+002
  3.3081690e+004  7.8882251e-020  4.1183100e+002
  3.3107048e+004  1.7909328e-020  4.7735570e+002
  3.3212494e+004  2.5210374e-020  5.3287590e+002
  3.3297620e+004  5.5179695e-020  5.8067760e+002
  3.3365379e+004  2.7789408e-020  6.2089970e+002
  3.3418064e+004  2.7144341e-020  6.5365700e+002
  3.3457427e+004  5.2599219e-020  6.7904340e+002
  3.3484629e+004  2.5561086e-020  6.9712370e+002
  3.3500578e+004  2.5071441e-020  7.0795330e+002
  3.3506234e+004  4.9794262e-020  7.1155990e+002
  3.3638359e+004  2.1070716e-020  5.9271030e+002
  3.3639520e+004  4.5717166e-020  4.6221980e+002
  3.3639829e+004  4.7389191e-020  4.9524180e+002
  3.3640245e+004  8.1017586e-020  4.2166490e+002
  3.3640704e+004  9.5077838e-020  5.2082860e+002
  3.3641503e+004  4.7171458e-020  5.3905160e+002
  3.3642053e+004  4.6803604e-020  5.4996530e+002
  3.3642284e+004  9.3299496e-020  5.5359970e+002
  3.3642816e+004  2.7866299e-020  3.7345590e+002
  3.3757505e+004  1.4360822e-020  6.5564260e+002
  3.3854414e+004  1.5232784e-020  7.1075490e+002
  3.3932598e+004  2.9783744e-020  7.5820920e+002
  3.3994787e+004  1.4134462e-020  7.9814160e+002
  3.4043124e+004  1.3331509e-020  8.3066470e+002
  3.4079131e+004  2.5274309e-020  8.5586500e+002
  3.4104162e+004  1.2122140e-020  8.7382310e+002
  3.4118712e+004  1.1799926e-020  8.8457630e+002
  3.4160354e+004  5.8355164e-021  7.2034060e+002
  3.4193693e+004  2.7338791e-020  6.2027230e+002
  3.4193693e+004  5.4160080e-020  5.7998650e+002
  3.4194438e+004  2.6753419e-020  6.5307730e+002
  3.4195200e+004  5.1889477e-020  6.7849450e+002
  3.4195200e+004  2.4693309e-020  5.3210100e+002
  3.4196698e+004  2.5256857e-020  6.9660200e+002
  3.4197315e+004  2.4807288e-020  7.0744510e+002
  3.4199443e+004  1.7501662e-020  4.7647110e+002
  3.4293495e+004  1.5380813e-020  7.9069520e+002
  3.4402157e+004  7.8954938e-021  8.5311390e+002
  3.4490471e+004  7.4778939e-021  9.0778190e+002
  3.4561663e+004  1.3768268e-020  9.5485760e+002
  3.4618261e+004  6.3049159e-021  9.9447430e+002
  3.4662225e+004  5.8113803e-021  1.0267422e+003
  3.4672855e+004  3.0449439e-021  8.6020610e+002
  3.4695117e+004  1.0856237e-020  1.0517566e+003
  3.4717716e+004  5.1567882e-021  1.0695644e+003
  3.4730783e+004  4.9874585e-021  1.0802344e+003
  3.4735965e+004  9.8827839e-021  1.0837879e+003
  3.4741912e+004  2.9497098e-020  7.5759210e+002
  3.4742579e+004  1.5048018e-020  7.1006330e+002
  3.4742579e+004  1.4037162e-020  7.9758120e+002
  3.4743816e+004  1.3270256e-020  8.3014690e+002
  3.4745223e+004  1.4147487e-020  6.5485340e+002
  3.4745498e+004  2.5210374e-020  8.5538540e+002
  3.4746716e+004  1.2097045e-020  8.7335690e+002
  3.4747619e+004  1.1802644e-020  8.8412220e+002
  3.4747619e+004  2.3403418e-020  8.8770740e+002
  3.4751342e+004  2.0709962e-020  5.9179370e+002
  3.4820397e+004  3.8768527e-021  9.3799570e+002
  3.4940891e+004  7.6962523e-021  1.0077186e+003
  3.5039134e+004  3.5259756e-021  1.0695844e+003
  3.5118898e+004  3.1439765e-021  1.1237741e+003
  3.5175655e+004  2.9955688e-021  1.0122620e+003
  3.5183151e+004  5.5818646e-021  1.1704421e+003
  3.5234221e+004  2.4956248e-021  1.2097188e+003
  3.5273883e+004  2.2640150e-021  1.2417117e+003
  3.5284480e+004  7.4658506e-021  9.0717200e+002
  3.5284878e+004  1.3790477e-020  9.5431320e+002
  3.5285824e+004  7.8555988e-021  8.5241830e+002
  3.5286211e+004  6.3340181e-021  9.9397980e+002
  3.5287896e+004  5.8543583e-021  1.0262851e+003
  3.5288891e+004  1.0951643e-020  1.0513131e+003
  3.5290003e+004  1.5253844e-020  7.8988780e+002
  3.5291500e+004  5.2045034e-021  1.0691529e+003
  3.5292103e+004  5.0568410e-021  1.0798335e+003
  3.5298509e+004  5.7713750e-021  7.1938650e+002
  3.5303293e+004  4.1838807e-021  1.2664954e+003
  3.5323890e+004  1.9741461e-021  1.2841719e+003
  3.5335364e+004  1.8966155e-021  1.2947521e+003
  3.5338107e+004  1.8402605e-021  1.0975018e+003
  3.5470614e+004  1.7647342e-021  1.1745291e+003
  3.5578693e+004  3.1266502e-021  1.2435791e+003
  3.5666699e+004  1.3485880e-021  1.3048559e+003
  3.5668533e+004  6.9467120e-022  1.1764598e+003
  3.5738105e+004  1.1589890e-021  1.3585358e+003
  3.5795595e+004  2.0085345e-021  1.4047693e+003
  3.5821268e+004  3.1781859e-021  1.1232426e+003
  3.5821268e+004  3.5504164e-021  1.0689786e+003
  3.5822537e+004  5.6647311e-021  1.1699677e+003
  3.5823642e+004  7.7157704e-021  1.0070157e+003
  3.5824484e+004  2.5420220e-021  1.2092877e+003
  3.5826591e+004  2.3130195e-021  1.2413132e+003
  3.5829204e+004  4.2852809e-021  1.2661440e+003
  3.5829599e+004  3.8723918e-021  9.3716570e+002
  3.5830986e+004  2.0154837e-021  1.2838130e+003
  3.5831392e+004  1.9569481e-021  1.2944025e+003
  3.5831706e+004  3.8697178e-021  1.2979292e+003
  3.5840940e+004  3.0323498e-021  8.5920820e+002
  3.5841263e+004  8.8344455e-022  1.4436834e+003
  3.5846524e+004  1.6465666e-021  1.2691675e+003
  3.5876718e+004  7.9228110e-022  1.4753832e+003
  3.5903364e+004  1.4530458e-021  1.4999724e+003
  3.5921390e+004  6.8183501e-022  1.5174571e+003
  3.5931005e+004  6.4755893e-022  1.5279416e+003
  3.5936385e+004  1.2959233e-021  1.5314334e+003
  3.5991311e+004  7.6204268e-022  1.3535017e+003
  3.6109213e+004  6.5219775e-022  1.4297244e+003
  3.6151220e+004  3.0386403e-022  1.3527463e+003
  3.6205240e+004  1.0876253e-021  1.4980639e+003
  3.6283369e+004  4.5214663e-022  1.5587187e+003
  3.6345507e+004  3.4719966e-022  1.4529428e+003
  3.6346723e+004  3.7920958e-022  1.6118599e+003
  3.6351581e+004  1.3768268e-021  1.3043345e+003
  3.6352266e+004  3.1767226e-021  1.2429744e+003
  3.6352685e+004  1.1889930e-021  1.3580782e+003
  3.6354779e+004  2.0695661e-021  1.4043607e+003
  3.6355878e+004  1.7843469e-021  1.1738155e+003
  3.6357279e+004  9.1406967e-022  1.4433121e+003
  3.6359738e+004  8.2258218e-022  1.4750398e+003
  3.6360726e+004  1.5117476e-021  1.4996110e+003
  3.6363961e+004  1.8530165e-021  1.0966447e+003
  3.6365111e+004  6.8529774e-022  1.5276403e+003
  3.6365281e+004  7.0174495e-022  1.5171478e+003
  3.6378656e+004  3.0052409e-021  1.0112138e+003
  3.6397690e+004  6.4636718e-022  1.6576342e+003
  3.6438193e+004  2.8091782e-022  1.6961650e+003
  3.6469613e+004  2.4984997e-022  1.7275547e+003
  3.6492718e+004  4.5538560e-022  1.7518549e+003
  3.6502926e+004  6.2012508e-022  1.5445889e+003
  3.6509152e+004  2.1290178e-022  1.7692202e+003
  3.6515883e+004  1.9323211e-022  1.7796034e+003
  3.6623488e+004  2.5082990e-022  1.5410632e+003
  3.6630722e+004  2.5620010e-022  1.6279750e+003
  3.6734612e+004  2.0643308e-022  1.7033549e+003
  3.6819155e+004  3.3180223e-022  1.7709499e+003
  3.6834884e+004  1.3809543e-022  1.6487731e+003
  3.6875767e+004  1.1224818e-021  1.4975498e+003
  3.6876548e+004  4.6922301e-022  1.5582751e+003
  3.6877325e+004  6.6908192e-022  1.4291181e+003
  3.6878665e+004  3.9571207e-022  1.6114706e+003
  3.6881439e+004  6.7792133e-022  1.6572864e+003
  3.6882476e+004  7.7764126e-022  1.3527740e+003
  3.6884370e+004  2.9599154e-022  1.6958489e+003
  3.6887111e+004  2.6428913e-022  1.7272624e+003
  3.6887869e+004  1.3461061e-022  1.8309525e+003
  3.6890685e+004  4.8325827e-022  1.7516401e+003
  3.6892922e+004  2.1766034e-022  1.7793469e+003
  3.6893085e+004  1.6717807e-021  1.2682784e+003
  3.6893239e+004  4.2981275e-022  1.7828072e+003
  3.6894561e+004  2.1403229e-022  1.7689569e+003
  3.6911671e+004  7.0255333e-022  1.1753538e+003
  3.6943574e+004  1.1101440e-022  1.8835289e+003
  3.6988385e+004  1.8693013e-022  1.9288214e+003
  3.7005382e+004  1.1895407e-022  1.7477389e+003
  3.7023952e+004  8.0552551e-023  1.9669501e+003
  3.7051554e+004  7.1199886e-023  1.9980144e+003
  3.7072584e+004  1.2923475e-022  2.0221406e+003
  3.7082676e+004  3.1672278e-023  2.0495280e+003
  3.7085038e+004  4.8862907e-023  1.7413463e+003
  3.7086252e+004  6.0197617e-023  2.0392512e+003
  3.7098219e+004  1.1396705e-022  2.0529508e+003
  3.7143234e+004  1.8970523e-022  1.8382816e+003
  3.7254896e+004  7.3803898e-023  1.9206817e+003
  3.7314477e+004  1.0367625e-022  1.8565991e+003
  3.7345579e+004  5.7316452e-023  1.9951846e+003
  3.7393785e+004  2.1546627e-022  1.7028456e+003
  3.7394022e+004  3.4864167e-022  1.7705179e+003
  3.7396005e+004  1.4238994e-022  1.8305797e+003
  3.7396385e+004  2.6563133e-022  1.6273641e+003
  3.7398941e+004  1.1816240e-022  1.8832015e+003
  3.7402236e+004  2.0011484e-022  1.9285289e+003
  3.7403378e+004  6.3896828e-022  1.5438432e+003
  3.7405552e+004  8.6672096e-023  1.9666843e+003
  3.7408472e+004  7.6909378e-023  1.9977686e+003
  3.7409110e+004  1.4001653e-022  2.0218180e+003
  3.7414521e+004  6.2788383e-023  2.0493122e+003
  3.7416944e+004  3.5577817e-022  1.4520164e+003
  3.7419302e+004  8.9904058e-023  2.0620047e+003
  3.7425282e+004  3.6130943e-023  2.0390297e+003
  3.7440018e+004  3.1001257e-022  1.3515743e+003
  3.7479190e+004  3.5865699e-023  2.1213282e+003
  3.7498652e+004  4.3040697e-023  1.9628959e+003
  3.7527858e+004  2.9226667e-023  2.1733161e+003
  3.7535503e+004  1.7979570e-023  1.9535238e+003
  3.7566804e+004  4.8784212e-023  2.2181066e+003
  3.7597737e+004  2.0887155e-023  2.2558161e+003
  3.7621750e+004  1.8368737e-023  2.2865411e+003
  3.7639054e+004  3.3218445e-023  2.3102919e+003
  3.7646669e+004  3.3111534e-023  2.0605909e+003
  3.7651924e+004  1.5441138e-023  2.3273308e+003
  3.7663574e+004  1.3657754e-023  2.3374967e+003
  3.7766136e+004  4.9736967e-023  2.1499934e+003
  3.7784181e+004  1.8364508e-023  2.0763550e+003
  3.7862786e+004  1.8654315e-023  2.2313743e+003
  3.7904934e+004  6.1020997e-023  1.9947619e+003
  3.7905480e+004  7.7961340e-023  1.9201748e+003
  3.7906724e+004  9.6467116e-023  2.0616460e+003
  3.7909359e+004  1.9887459e-022  1.8376633e+003
  3.7909686e+004  3.8768527e-023  2.1210185e+003
  3.7913340e+004  3.1811145e-023  2.1730442e+003
  3.7916908e+004  5.3429277e-023  2.2178636e+003
  3.7918557e+004  1.2381672e-022  1.7469716e+003
  3.7920388e+004  2.3002726e-023  2.2555952e+003
  3.7923443e+004  2.0327281e-023  2.2863369e+003
  3.7923737e+004  1.5811727e-023  2.3271468e+003
  3.7927585e+004  2.2520566e-034  7.5122926e+003
  3.7928288e+004  3.6904498e-023  2.3102336e+003
  3.7929603e+004  1.6484634e-023  2.3373174e+003
  3.7930338e+004  3.2529643e-023  2.3407048e+003
  3.7935531e+004  1.4288258e-022  1.6478037e+003
  3.7941200e+004  1.4140973e-023  2.3049703e+003
  3.7963753e+004  2.5833265e-022  1.5398161e+003
  3.7974726e+004  1.2499116e-023  2.1775150e+003
  3.7982454e+004  2.9388627e-023  2.1899988e+003
  3.8004903e+004  2.1816210e-023  2.3709884e+003
  3.8056503e+004  8.5976408e-024  2.4296087e+003
  3.8098456e+004  6.9435137e-024  2.4809872e+003
  3.8132132e+004  1.1515407e-023  2.5252574e+003
  3.8141140e+004  1.0903836e-023  2.2948453e+003
  3.8158780e+004  4.9054550e-024  2.5625325e+003
  3.8179814e+004  4.2991173e-024  2.5929058e+003
  3.8195787e+004  7.7531698e-024  2.6165497e+003
  3.8205527e+004  3.5973219e-024  2.6332320e+003
  3.8214272e+004  3.3742659e-024  2.6432829e+003
  3.8214674e+004  6.7979708e-024  2.6466305e+003
  3.8243493e+004  6.1443974e-024  2.3079681e+003
  3.8268372e+004  7.9027692e-024  2.3912351e+003
  3.8370859e+004  1.1446674e-023  2.4794661e+003
  3.8402143e+004  2.0534271e-024  2.4132294e+003
  3.8409311e+004  2.0136283e-023  2.2309586e+003
  3.8410648e+004  1.5402077e-023  2.3046234e+003
  3.8410648e+004  5.3208289e-023  2.1494866e+003
  3.8413367e+004  2.3970622e-023  2.3706940e+003
  3.8416218e+004  3.5122005e-023  2.0599623e+003
  3.8417024e+004  9.5275075e-024  2.4293546e+003
  3.8421117e+004  7.7531698e-024  2.4807640e+003
  3.8425023e+004  1.2947303e-023  2.5250581e+003
  3.8427934e+004  4.5287599e-023  1.9621028e+003
  3.8428662e+004  5.5485474e-024  2.5623512e+003
  3.8431519e+004  8.8486964e-024  2.6162006e+003
  3.8432236e+004  4.8874159e-024  2.5927382e+003
  3.8433969e+004  4.0204929e-024  2.6330810e+003
  3.8438346e+004  3.9434769e-024  2.6431358e+003
  3.8448820e+004  1.0836257e-022  1.8555804e+003
  3.8453527e+004  4.1915948e-024  2.5597989e+003
  3.8456783e+004  4.7378281e-024  2.4289805e+003
  3.8482955e+004  5.0825223e-023  1.7400140e+003
  3.8520813e+004  3.1252107e-024  2.6324617e+003
  3.8575246e+004  4.7640828e-024  2.6976542e+003
  3.8619534e+004  1.8611411e-024  2.7555504e+003
  3.8626358e+004  6.7792133e-024  2.5409821e+003
  3.8655267e+004  1.4934108e-024  2.8063009e+003
  3.8684104e+004  2.4642190e-024  2.8500351e+003
  3.8692315e+004  3.8857897e-024  2.5513566e+003
  3.8706909e+004  1.0458738e-024  2.8868620e+003
  3.8724537e+004  9.1428016e-025  2.9168725e+003
  3.8736806e+004  1.6465666e-024  2.9400059e+003
  3.8746346e+004  7.6204268e-025  2.9567209e+003
  3.8753709e+004  7.2440143e-025  2.9666530e+003
  3.8761588e+004  2.3701689e-024  2.6443474e+003
  3.8817475e+004  6.3793921e-025  2.6605655e+003
  3.8869852e+004  1.6572167e-024  2.7394035e+003
  3.8906876e+004  1.2539473e-023  2.4790555e+003
  3.8907584e+004  4.6385185e-024  2.5594620e+003
  3.8909380e+004  8.5679968e-024  2.3907261e+003
  3.8910216e+004  3.4936492e-024  2.6321806e+003
  3.8913861e+004  5.3787245e-024  2.6974156e+003
  3.8916737e+004  1.1707908e-023  2.2942035e+003
  3.8917984e+004  2.1207003e-024  2.7553444e+003
  3.8921428e+004  1.4427108e-024  2.6797668e+003
  3.8922289e+004  1.7158499e-024  2.8061200e+003
  3.8926255e+004  2.8528524e-024  2.8498733e+003
  3.8929903e+004  1.2186509e-024  2.8867151e+003
  3.8931399e+004  3.1280904e-023  2.1891755e+003
  3.8933291e+004  1.0709749e-024  2.9167368e+003
  3.8935857e+004  8.9018300e-025  2.9565986e+003
  3.8938993e+004  1.9376677e-024  2.9401452e+003
  3.8939093e+004  1.6985538e-024  2.9698430e+003
  3.8939521e+004  8.6095271e-025  2.9665339e+003
  3.8956822e+004  1.9403465e-023  2.0752803e+003
  3.8956828e+004  2.3441171e-024  2.8264363e+003
  3.8997725e+004  1.8900761e-023  1.9520948e+003
  3.9027039e+004  8.4426599e-025  2.9056964e+003
  3.9084177e+004  6.2212735e-025  2.9774036e+003
  3.9102407e+004  9.9512880e-025  2.7989327e+003
  3.9130114e+004  9.4011135e-025  3.0417502e+003
  3.9130114e+004  5.8060303e-025  2.8064286e+003
  3.9167504e+004  3.6490457e-025  3.0989039e+003
  3.9197852e+004  2.9139312e-025  3.1490103e+003
  3.9221132e+004  3.7504147e-025  2.9194134e+003
  3.9222195e+004  4.7904829e-025  3.1921940e+003
  3.9241487e+004  2.0275861e-025  3.2285615e+003
  3.9245738e+004  1.3423918e-024  2.9092660e+003
  3.9256434e+004  1.7683951e-025  3.2581995e+003
  3.9268683e+004  3.1737981e-025  3.2813640e+003
  3.9275100e+004  1.4702097e-025  3.2975575e+003
  3.9281260e+004  1.4046861e-025  3.3073676e+003
  3.9281914e+004  2.7770219e-025  3.3106351e+003
  3.9359697e+004  4.5298028e-025  3.0111254e+003
  3.9376192e+004  8.3038462e-025  2.9422745e+003
  3.9397457e+004  2.6374200e-024  2.8261076e+003
  3.9397457e+004  1.8428046e-024  2.7389961e+003
  3.9399597e+004  9.6112372e-025  2.9054267e+003
  3.9401327e+004  2.6060293e-024  2.6438340e+003
  3.9403243e+004  7.1627418e-025  2.9771786e+003
  3.9407422e+004  1.0941561e-024  3.0415592e+003
  3.9410896e+004  7.3735953e-024  2.5403240e+003
  3.9411937e+004  4.2902174e-025  3.0987391e+003
  3.9416110e+004  3.4568401e-025  3.1488656e+003
  3.9420028e+004  5.7290063e-025  3.1920653e+003
  3.9423610e+004  2.4416269e-025  3.2284441e+003
  3.9425195e+004  3.8625961e-025  3.2808971e+003
  3.9426510e+004  2.1418019e-025  3.2580910e+003
  3.9428998e+004  5.1036314e-024  2.4281225e+003
  3.9429619e+004  1.7855799e-025  3.2974598e+003
  3.9432238e+004  1.7174310e-025  3.3072725e+003
  3.9450774e+004  3.0929956e-025  3.1048242e+003
  3.9459748e+004  6.5671857e-024  2.3068298e+003
  3.9508140e+004  1.3285543e-023  2.1759765e+003
  3.9523889e+004  4.3050609e-025  3.1906368e+003
  3.9557667e+004  1.6416452e-025  3.0730819e+003
  3.9568967e+004  2.7604463e-025  3.0686212e+003
  3.9582850e+004  1.5327781e-025  3.2688038e+003
  3.9612509e+004  5.2189039e-026  3.1896586e+003
  3.9630571e+004  1.1196423e-025  3.3395364e+003
  3.9669277e+004  1.6810448e-025  3.4030198e+003
  3.9700667e+004  6.4935068e-026  3.4594156e+003
  3.9720671e+004  1.7958882e-025  3.1859205e+003
  3.9726043e+004  5.1662961e-026  3.5088641e+003
  3.9746400e+004  8.4699198e-026  3.5514864e+003
  3.9762540e+004  3.5783210e-026  3.5873832e+003
  3.9775027e+004  3.1158698e-026  3.6166402e+003
  3.9782982e+004  5.6089207e-026  3.6390827e+003
  3.9790618e+004  2.5845164e-026  3.6554975e+003
  3.9795711e+004  2.4761634e-026  3.6651826e+003
  3.9820773e+004  1.1300022e-025  3.2164102e+003
  3.9840469e+004  2.3392643e-025  3.2945658e+003
  3.9879999e+004  3.5406198e-025  3.1045022e+003
  3.9881091e+004  5.1165744e-025  3.0107195e+003
  3.9881665e+004  4.9943537e-025  3.1903770e+003
  3.9884974e+004  1.8012720e-025  3.2685906e+003
  3.9886592e+004  1.4975430e-024  2.9087459e+003
  3.9889155e+004  1.3325371e-025  3.3393586e+003
  3.9893678e+004  2.0247868e-025  3.4028689e+003
  3.9898175e+004  7.9064094e-026  3.4592854e+003
  3.9898668e+004  1.0969310e-024  2.7982551e+003
  3.9902403e+004  6.3515438e-026  3.5087498e+003
  3.9906185e+004  1.0502176e-025  3.5513834e+003
  3.9909492e+004  4.4686804e-026  3.5872905e+003
  3.9912187e+004  3.9145270e-026  3.6165547e+003
  3.9915318e+004  3.2664747e-026  3.6554205e+003
  3.9917529e+004  3.1331364e-026  3.6651077e+003
  3.9917684e+004  6.1798694e-026  3.6683344e+003
  3.9918476e+004  7.0774905e-026  3.6394913e+003
  3.9920661e+004  1.5735455e-024  2.6788690e+003
  3.9935523e+004  7.7122180e-026  3.3949001e+003
  3.9957070e+004  4.2022250e-024  2.5501462e+003
  3.9973820e+004  8.7837365e-026  3.3512054e+003
  3.9992704e+004  1.3758760e-026  3.4711909e+003
  4.0011334e+004  5.1829772e-026  3.4872232e+003
  4.0014280e+004  2.2078995e-024  2.4115669e+003
  4.0026045e+004  1.4477024e-025  3.3499626e+003
  4.0072114e+004  7.1314739e-026  3.5717978e+003
  4.0121081e+004  2.5175569e-026  3.6488549e+003
  4.0160689e+004  1.8275922e-026  3.7185974e+003
  4.0186392e+004  4.5423364e-026  3.4742331e+003
  4.0192796e+004  2.7307334e-026  3.7812032e+003
  4.0218814e+004  1.0511853e-026  3.8368280e+003
  4.0239821e+004  8.3402544e-027  3.8856071e+003
  4.0255166e+004  2.9092383e-026  3.5020704e+003
  4.0256673e+004  1.3645181e-026  3.9276558e+003
  4.0269970e+004  5.7554502e-027  3.9630753e+003
  4.0280265e+004  5.0070197e-027  3.9919441e+003
  4.0289559e+004  8.9388016e-027  4.0146576e+003
  4.0293146e+004  4.1464773e-027  4.0302922e+003
  4.0297309e+004  3.9790491e-027  4.0398498e+003
  4.0297921e+004  7.8357270e-027  4.0430335e+003
  4.0312093e+004  2.8554811e-026  3.5896526e+003
  4.0355244e+004  8.9862666e-026  3.3945831e+003
  4.0356213e+004  6.1302657e-026  3.4869717e+003
  4.0357484e+004  2.6858348e-025  3.2941596e+003
  4.0359128e+004  8.5620803e-026  3.5715950e+003
  4.0363123e+004  3.0660505e-026  3.6486886e+003
  4.0363930e+004  6.8735215e-027  3.7639163e+003
  4.0364775e+004  2.0336645e-025  3.1853914e+003
  4.0367606e+004  2.2567284e-026  3.7184586e+003
  4.0372169e+004  3.4156967e-026  3.7810855e+003
  4.0376539e+004  1.3303910e-026  3.8367266e+003
  4.0379192e+004  1.1124469e-026  3.6406838e+003
  4.0379765e+004  3.0851714e-025  3.0679207e+003
  4.0380537e+004  1.0665453e-026  3.8855181e+003
  4.0384091e+004  1.7606754e-026  3.9275782e+003
  4.0386849e+004  1.1759241e-026  4.0139505e+003
  4.0387060e+004  7.4813384e-027  3.9630033e+003
  4.0389487e+004  6.5475571e-027  3.9918777e+003
  4.0392519e+004  5.4636050e-027  4.0302325e+003
  4.0394358e+004  5.2345493e-027  4.0397917e+003
  4.0406204e+004  9.1765471e-025  2.9413314e+003
  4.0411100e+004  3.6356268e-026  3.6965961e+003
  4.0449359e+004  6.3588605e-025  2.8051368e+003
  4.0473415e+004  1.7954747e-026  3.6428621e+003
  4.0489483e+004  1.1799926e-026  3.7953912e+003
  4.0516444e+004  6.9451127e-025  2.6587628e+003
  4.0551872e+004  7.8429473e-027  3.8863244e+003
  4.0601809e+004  1.0699890e-026  3.9696474e+003
  4.0641998e+004  3.7538706e-027  4.0455814e+003
  4.0642725e+004  2.1735984e-026  3.7741174e+003
  4.0674482e+004  2.7119351e-027  4.1143212e+003
  4.0679260e+004  1.4176835e-026  3.7991428e+003
  4.0700796e+004  4.0381207e-027  4.1760379e+003
  4.0722095e+004  1.5501699e-027  4.2308812e+003
  4.0730884e+004  8.1354072e-028  4.0677713e+003
  4.0739256e+004  1.2276634e-027  4.2789814e+003
  4.0752934e+004  2.0057615e-027  4.3204519e+003
  4.0763793e+004  8.4504395e-028  4.3553832e+003
  4.0772147e+004  7.3447885e-028  4.3838577e+003
  4.0774482e+004  6.5929426e-027  3.8963063e+003
  4.0774811e+004  2.6691888e-027  3.9414058e+003
  4.0776506e+004  1.3273312e-027  4.4055268e+003
  4.0782665e+004  6.0768609e-028  4.4216904e+003
  4.0786005e+004  5.8368603e-028  4.4311183e+003
  4.0822921e+004  4.3139916e-026  3.6962829e+003
  4.0823059e+004  1.4235715e-026  3.7951468e+003
  4.0825457e+004  9.6200936e-027  3.8861306e+003
  4.0826488e+004  3.3333376e-026  3.5892445e+003
  4.0829141e+004  1.3346866e-026  3.9694911e+003
  4.0833458e+004  4.7564101e-027  4.0454533e+003
  4.0835881e+004  5.2237129e-026  3.4736928e+003
  4.0837964e+004  3.4880227e-027  4.1142145e+003
  4.0842360e+004  5.2671938e-027  4.1759475e+003
  4.0846441e+004  2.0468183e-027  4.2308033e+003
  4.0850089e+004  1.6386239e-027  4.2789131e+003
  4.0853212e+004  2.7013403e-027  4.3203880e+003
  4.0854155e+004  1.6412672e-025  3.3492356e+003
  4.0855887e+004  1.1470419e-027  4.3553281e+003
  4.0857994e+004  1.0029500e-027  4.3838069e+003
  4.0860851e+004  8.3671836e-028  4.4216448e+003
  4.0862331e+004  8.0145528e-028  4.4310739e+003
  4.0862447e+004  1.5800808e-027  4.4342150e+003
  4.0864942e+004  1.8175204e-027  4.4063157e+003
  4.0877489e+004  4.0539585e-027  4.0098386e+003
  4.0885647e+004  1.2655500e-025  3.2154159e+003
  4.0910922e+004  4.2138522e-027  3.9472146e+003
  4.0936402e+004  1.8208715e-025  3.0716984e+003
  4.0958409e+004  5.0836928e-027  4.1150716e+003
  4.1014813e+004  4.1369407e-025  2.9174520e+003
  4.1022283e+004  1.6322223e-027  4.2123179e+003
  4.1072973e+004  1.0759183e-027  4.3018513e+003
  4.1089478e+004  2.4596839e-027  4.0854767e+003
  4.1093322e+004  1.6348552e-027  4.1075105e+003
  4.1102362e+004  1.8254893e-028  4.3827323e+003
  4.1113446e+004  1.4590806e-027  4.3839125e+003
  4.1145970e+004  5.0942388e-028  4.4587136e+003
  4.1163091e+004  1.2130517e-027  4.2532767e+003
  4.1172240e+004  3.6667331e-028  4.5264413e+003
  4.1193504e+004  5.4447670e-028  4.5872599e+003
