      fo_rot	      Io_rot	      Eo_rot	    gNH3_rot	      gH2_rot	     gHe_rot
  9.8925254e+003  4.5298028e-022  2.1494866e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8972076e+003  2.8489137e-022  2.0605909e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.9312855e+003  2.8719660e-022  2.0599623e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.9323648e+003  3.5105834e-022  1.9628959e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.9703921e+003  7.9905983e-022  1.8565991e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.9753690e+003  3.5446985e-022  1.9621028e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0011110e+004  3.5520519e-022  1.7413463e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0017301e+004  9.1491194e-023  9.0717200e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0025609e+004  8.0924364e-022  1.8555804e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0083246e+004  3.6114308e-022  1.7400140e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0166769e+004  5.2128988e-023  6.5485340e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0211508e+004  9.9926183e-024  2.9666530e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0215091e+004  1.0393918e-023  2.9567209e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0216691e+004  1.9755103e-023  2.9698430e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0217941e+004  1.0006433e-023  2.9665339e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0219657e+004  2.1285277e-023  2.9400059e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0221695e+004  1.0408288e-023  2.9565986e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0229472e+004  1.2138899e-023  2.9168725e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0229480e+004  2.3119546e-023  2.9401452e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0236797e+004  1.2158480e-023  2.9167368e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0240364e+004  1.3638898e-023  2.8868620e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0248348e+004  1.3660900e-023  2.8867151e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0253804e+004  3.1410822e-023  2.8500351e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0262519e+004  3.1475983e-023  2.8498733e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0269827e+004  1.8538701e-023  2.8063009e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0279590e+004  1.8577159e-023  2.8061200e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0288533e+004  2.2401613e-023  2.7555504e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0299653e+004  2.2458425e-023  2.7553444e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0310013e+004  5.5357861e-023  2.6976542e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0322883e+004  5.5523815e-023  2.6974156e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0334346e+004  3.4920407e-023  2.6324617e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0349522e+004  3.5041226e-023  2.6321806e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0361659e+004  4.4862069e-023  2.5597989e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0379847e+004  4.5038021e-023  2.5594620e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0392052e+004  1.1686361e-022  2.4794661e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0405360e+004  1.0697426e-022  1.4047693e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0411172e+004  1.0766618e-022  1.4043607e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0414213e+004  1.1745711e-022  2.4790555e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0425606e+004  7.6697163e-023  2.3912351e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0453084e+004  7.7157704e-023  2.3907261e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0462418e+004  1.0022575e-022  2.2948453e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0497054e+004  1.0099022e-022  2.2942035e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0502444e+004  2.5508170e-022  2.1899988e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0540972e+004  7.9502228e-023  1.1237741e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0545702e+004  1.5006496e-022  2.0763550e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0546895e+004  2.5756052e-022  2.1891755e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0591850e+004  1.3806363e-022  1.9535238e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0603659e+004  1.5201250e-022  2.0752803e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0668812e+004  1.4043627e-022  1.9520948e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0723546e+004  4.2675567e-024  3.3106351e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0724766e+004  2.1626154e-024  3.3073676e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0728457e+004  2.2515381e-024  3.2975575e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0729884e+004  2.1651067e-024  3.3072725e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0733708e+004  2.2541318e-024  3.2974598e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0736378e+004  5.0778433e-024  3.2813640e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0738133e+004  4.5528076e-024  3.2808971e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0743212e+004  2.6368128e-024  3.2581995e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0749040e+004  2.6398503e-024  3.2580910e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0754421e+004  2.9701563e-024  3.2285615e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0760727e+004  2.9742625e-024  3.2284441e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0768224e+004  6.8656126e-024  3.1921940e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0775176e+004  6.8751044e-024  3.1920653e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0784718e+004  4.0679846e-024  3.1490103e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0792482e+004  4.0745467e-024  3.1488656e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0803961e+004  4.9417332e-024  3.0989039e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0812807e+004  4.9508446e-024  3.0987391e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0826063e+004  1.2296437e-023  3.0417502e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0836312e+004  1.2324783e-023  3.0415592e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0851133e+004  7.8249090e-024  2.9774036e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0856910e+004  4.1065706e-023  5.9271030e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0863212e+004  7.8447534e-024  2.9771786e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0879293e+004  1.0171366e-023  2.9056964e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0893769e+004  1.0204208e-023  2.9054267e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0910665e+004  2.6938865e-023  2.8264363e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0928303e+004  2.7038295e-023  2.8261076e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0945378e+004  1.8095863e-023  2.7394035e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0967250e+004  1.8179390e-023  2.7389961e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.0983557e+004  2.4500745e-023  2.6443474e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1011117e+004  2.4647864e-023  2.6438340e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1025278e+004  6.6127073e-023  2.5409821e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1060586e+004  6.6631455e-023  2.5403240e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1070576e+004  4.3478975e-023  2.4289805e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1116603e+004  4.3901494e-023  2.4281225e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1119317e+004  5.2902878e-023  2.3079681e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1171184e+004  1.0078115e-022  2.1775150e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1180351e+004  5.3589450e-023  2.3068298e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1230486e+004  4.2499057e-025  3.6651826e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1233205e+004  8.3903349e-025  3.6683344e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1234253e+004  4.4287309e-025  3.6554975e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1234499e+004  4.2528425e-025  3.6651077e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1238255e+004  8.7817142e-025  3.6390827e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1238342e+004  4.4328118e-025  3.6554205e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1247214e+004  1.0185428e-024  3.6394913e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1249330e+004  5.1961215e-025  3.6166402e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1253583e+004  1.0256030e-022  2.1759765e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1253873e+004  5.2021072e-025  3.6165547e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1260799e+004  5.8692052e-025  3.5873832e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1265748e+004  5.8746135e-025  3.5872905e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1274936e+004  1.3604397e-024  3.5514864e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1280374e+004  1.3620069e-024  3.5513834e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1291800e+004  8.0905733e-025  3.5088641e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1297887e+004  8.0998933e-025  3.5087498e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1311486e+004  9.8714124e-025  3.4594156e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1318443e+004  9.8850597e-025  3.4592854e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1334124e+004  2.4693309e-024  3.4030198e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1342171e+004  2.4733142e-024  3.4028689e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1359791e+004  1.5819010e-024  3.3395364e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1369279e+004  1.5851826e-024  3.3393586e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1388656e+004  2.0743369e-024  3.2688038e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1400037e+004  2.0791188e-024  3.2685906e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1420834e+004  5.5574978e-024  3.1906368e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1434706e+004  5.5741583e-024  3.1903770e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1456497e+004  3.7938425e-024  3.1048242e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1473683e+004  3.8069686e-024  3.1045022e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1495769e+004  5.2575002e-024  3.0111254e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1517447e+004  5.2817677e-024  3.0107195e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1538818e+004  1.4698713e-023  2.9092660e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1566586e+004  1.4783569e-023  2.9087459e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1585739e+004  1.0241871e-023  2.7989327e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1621911e+004  1.0319990e-023  2.7982551e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1636553e+004  1.3921284e-023  2.6797668e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1684486e+004  1.4056568e-023  2.6788690e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1691145e+004  3.5049296e-023  2.5513566e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1727312e+004  1.4971982e-025  4.0430335e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1728590e+004  7.5906558e-026  4.0398498e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1731696e+004  7.5941522e-026  4.0397917e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1732443e+004  7.9173400e-026  4.0302922e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1735636e+004  7.9246355e-026  4.0302325e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1739170e+004  1.5341905e-025  4.0139505e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1741597e+004  1.8615697e-025  4.0146576e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1747760e+004  9.3042056e-026  3.9919441e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1749088e+004  1.7289375e-023  2.4132294e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1751286e+004  9.3106349e-026  3.9918777e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1755705e+004  3.5512341e-023  2.5501462e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1759449e+004  1.0533660e-025  3.9630753e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1763273e+004  1.0543366e-025  3.9630033e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1773823e+004  2.4489465e-025  3.9276558e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1778065e+004  2.4506388e-025  3.9275782e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1791021e+004  1.4610978e-025  3.8856071e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1795742e+004  1.4624442e-025  3.8855181e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1811088e+004  1.7892841e-025  3.8368280e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1816466e+004  1.7909328e-025  3.8367266e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1834128e+004  4.4955134e-025  3.7812032e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1837624e+004  1.7602700e-023  2.4115669e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1840335e+004  4.5006920e-025  3.7810855e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1860304e+004  2.8952048e-025  3.7185974e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1867663e+004  2.8998751e-025  3.7184586e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1889725e+004  3.8218998e-025  3.6488549e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1898551e+004  3.8289465e-025  3.6486886e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1922548e+004  1.0327122e-024  3.5717978e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1933316e+004  1.0348545e-024  3.5715950e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1958946e+004  7.1298320e-025  3.4872232e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1972299e+004  7.1495597e-025  3.4869717e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.1999100e+004  1.0036431e-024  3.3949001e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2015925e+004  1.0071155e-024  3.3945831e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2043177e+004  2.8706437e-024  3.2945658e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2064751e+004  2.8832301e-024  3.2941596e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2091360e+004  2.0709962e-024  3.1859205e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2119430e+004  2.0829522e-024  3.1853914e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2143738e+004  2.9818054e-024  3.0686212e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2180938e+004  3.0045490e-024  3.0679207e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2200381e+004  8.3806807e-024  2.9422745e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2219011e+004  1.2336140e-026  4.4311183e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2220055e+004  2.4326481e-026  4.4342150e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2221377e+004  1.2338981e-026  4.4310739e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2222943e+004  1.2884848e-026  4.4216904e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2225367e+004  1.2890783e-026  4.4216448e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2225918e+004  2.4197990e-026  4.4055268e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2235467e+004  3.1137181e-026  4.4063157e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2238403e+004  1.5145349e-026  4.3838577e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2241097e+004  1.5155815e-026  4.3838069e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2250269e+004  1.7198054e-026  4.3553832e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2250445e+004  8.4640710e-024  2.9413314e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2253203e+004  1.7209938e-026  4.3553281e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2261124e+004  5.4598322e-024  2.8064286e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2264922e+004  4.0084761e-026  4.3204519e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2268079e+004  4.0130937e-026  4.3203880e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2282330e+004  2.3998235e-026  4.2789814e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2285929e+004  2.4014818e-026  4.2789131e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2302687e+004  2.9490307e-026  4.2308812e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2306795e+004  2.9510685e-026  4.2308033e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2325452e+004  5.5818646e-024  2.6605655e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2326077e+004  7.4383960e-026  4.1760379e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2329658e+004  5.5345115e-024  2.8051368e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2330842e+004  7.4452502e-026  4.1759475e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2352627e+004  4.8125948e-026  4.1143212e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2358255e+004  4.8181387e-026  4.1142145e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2382482e+004  6.3852705e-026  4.0455814e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2389233e+004  6.3940981e-026  4.0454533e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2415806e+004  1.7365180e-025  3.9696474e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2420975e+004  5.6882581e-024  2.6587628e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2424045e+004  1.7393192e-025  3.9694911e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2452774e+004  1.2088692e-025  3.8863244e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2462994e+004  1.2110980e-025  3.8861306e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2493582e+004  1.7205975e-025  3.7953912e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2506476e+004  1.7249611e-025  3.7951468e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2538436e+004  4.9955038e-025  3.6965961e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2554970e+004  5.0116334e-025  3.6962829e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2587588e+004  3.6853547e-025  3.5896526e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2609095e+004  3.7006609e-025  3.5892445e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2641101e+004  5.4900879e-025  3.4742331e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2669629e+004  5.5217825e-025  3.4736928e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2699238e+004  1.6337263e-024  3.3499626e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2700404e+004  3.5964936e-027  4.8418316e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2701727e+004  1.8250690e-027  4.8387346e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2703495e+004  1.8254893e-027  4.8387012e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2705717e+004  1.9102020e-027  4.8294386e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2707540e+004  1.9110819e-027  4.8294042e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2709740e+004  3.4528626e-027  4.8133390e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2716306e+004  4.7651799e-027  4.8144458e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2721245e+004  2.2437750e-027  4.7921251e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2723260e+004  2.2448085e-027  4.7920869e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2733291e+004  2.5572860e-027  4.7640502e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2735477e+004  2.5584639e-027  4.7640086e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2737633e+004  1.6458085e-024  3.3492356e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2748023e+004  5.9824530e-027  4.7296064e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2750525e+004  5.9824530e-027  4.7295656e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2762001e+004  1.1870781e-024  3.2164102e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2765700e+004  3.5907014e-027  4.6887272e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2768412e+004  3.5931827e-027  4.6886755e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2786283e+004  4.4287309e-027  4.6413135e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2789376e+004  4.4307709e-027  4.6412545e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2809931e+004  1.1211902e-026  4.5872599e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2813522e+004  1.1219650e-026  4.5871914e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2814483e+004  1.1991660e-024  3.2154159e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2829205e+004  1.6013243e-024  3.0730819e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2836765e+004  7.2824799e-027  4.5264413e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2840971e+004  7.2891904e-027  4.5263603e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2866938e+004  9.7068719e-027  4.4587136e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2872032e+004  9.7158163e-027  4.4586164e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2900226e+004  3.3945272e-024  2.9194134e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2900623e+004  2.6532569e-026  4.3839125e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2902220e+004  1.6239748e-024  3.0716984e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2906830e+004  2.6563133e-026  4.3837939e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2938009e+004  1.8581437e-026  4.3018513e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2945747e+004  1.8607126e-026  4.3017040e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2979297e+004  2.6648901e-026  4.2123179e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.2989030e+004  2.6698035e-026  4.2121321e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3003603e+004  3.4624164e-024  2.9174520e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3024694e+004  7.8195056e-026  4.1150716e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3037206e+004  7.8375315e-026  4.1148333e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3074471e+004  5.8530104e-026  4.0098386e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3090768e+004  5.8705568e-026  4.0095278e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3128812e+004  8.9100327e-026  3.8963063e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3150450e+004  8.9470383e-026  3.8958946e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3176664e+004  4.8493027e-028  5.2654721e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3176721e+004  2.4625173e-028  5.2624440e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3177992e+004  2.4625173e-028  5.2624191e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3180817e+004  2.5833265e-028  5.2532818e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3182161e+004  2.5845164e-028  5.2532561e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3182161e+004  4.4471246e-028  5.2372904e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3187994e+004  2.7414435e-025  3.7741174e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  1.3193677e+004  6.6939012e-028  5.2386169e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
